long;lat;unique_squirrel_id;hectare;shift;date;hectare_squirrel_number;age;primary_fur_color;highlight_fur_color;combination_of_primary_and_highlight_color;color_notes;location;above_ground_sighter_measurement;specific_location;running;chasing;climbing;eating;foraging;other_activities;kuks;quaas;moans;tail_flags;tail_twitches;approaches;indifferent;runs_from;other_interactions;lat_long;zip_codes;community_districts;borough_boundaries;city_council_districts;police_precincts
-73,97027;40,77621;13E-AM-1017-05;13E;AM;10172018; 5;Adult;Gray;Cinnamon;Gray+Cinnamon;NA;Above Ground;NA;on tree stump;FALSE;FALSE;FALSE;FALSE;TRUE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NA;POINT (-73.9702676472613 40.7762126854894);NA;19;4;19;13
-73,96836;40,77259;11H-AM-1010-03;11H;AM;10102018; 3;Adult;Cinnamon;White;Cinnamon+White;NA;NA;NA;NA;FALSE;FALSE;FALSE;FALSE;TRUE;NA;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;NA;POINT (-73.9683613516225 40.7725908847499);NA;19;4;19;13
-73,95412;40,79318;36H-AM-1010-02;36H;AM;10102018; 2;Adult;Gray;NA;Gray+;just outside hectare;Ground Plane;FALSE;NA;FALSE;FALSE;FALSE;FALSE;TRUE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NA;POINT (-73.9541201789795 40.7931811701082);NA;19;4;19;13
-73,95827;40,79174;33F-AM-1008-02;33F;AM;10082018; 2;Adult;Gray;NA;Gray+;NA;Ground Plane;FALSE;NA;FALSE;FALSE;FALSE;FALSE;TRUE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;NA;POINT (-73.9582694312289 40.7917367820255);NA;19;4;19;13
-73,96743;40,78297;21C-PM-1006-01;21C;PM;10062018; 1;Adult;Gray;NA;Gray+;NA;Ground Plane;FALSE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;NA;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;NA;POINT (-73.9674285955293 40.7829723919744);NA;19;4;19;13
-73,97225;40,77429;11D-AM-1010-03;11D;AM;10102018; 3;Adult;Gray;Cinnamon;Gray+Cinnamon;NA;Above Ground;30;NA;FALSE;FALSE;TRUE;FALSE;FALSE;grooming;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;NA;POINT (-73.9722500196844 40.7742879599026);NA;19;4;19;13
-73,96951;40,78235;20B-PM-1013-05;20B;PM;10132018; 5;Adult;Gray;White;Gray+White;NA;Ground Plane;FALSE;NA;FALSE;FALSE;FALSE;FALSE;TRUE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;NA;POINT (-73.9695063535333 40.7823507678183);NA;19;4;19;13
-73,95322;40,79197;36I-PM-1007-01;36I;PM;10072018; 1;Adult;Gray;Cinnamon;Gray+Cinnamon;NA;Ground Plane;FALSE;NA;FALSE;FALSE;FALSE;FALSE;TRUE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;NA;POINT (-73.9532170504865 40.7919669739962);NA;19;4;19;13
-73,97686;40,77028;5C-PM-1010-09;05C;PM;10102018; 9;Adult;Cinnamon;Gray;Cinnamon+Gray;NA;Ground Plane;FALSE;NA;TRUE;FALSE;FALSE;FALSE;FALSE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NA;POINT (-73.9768603630674 40.7702795904962);NA;19;4;19;13
-73,97061;40,76981;7H-AM-1006-05;07H;AM;10062018; 5;Adult;Gray;Cinnamon;Gray+Cinnamon;NA;Above Ground;10;NA;FALSE;TRUE;FALSE;FALSE;FALSE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;NA;POINT (-73.9706105896967 40.7698124821507);NA;19;4;19;13
-73,97038;40,77875;16C-PM-1018-03;16C;PM;10182018; 3;Adult;Gray;Cinnamon, White;Gray+Cinnamon, White;NA;Above Ground;6;NA;TRUE;FALSE;FALSE;TRUE;TRUE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;NA;POINT (-73.9703781726172 40.7787526130321);NA;19;4;19;13
-73,97039;40,77650;14E-AM-1008-23;14E;AM;10082018;23;Adult;Gray;NA;Gray+;NA;Ground Plane;FALSE;NA;FALSE;FALSE;FALSE;FALSE;TRUE;walking;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;NA;POINT (-73.9703925210471 40.7765032004992);NA;19;4;19;13
-73,96382;40,79242;32A-PM-1013-03;32A;PM;10132018; 3;Juvenile;Gray;Cinnamon;Gray+Cinnamon;NA;Ground Plane;FALSE;NA;FALSE;FALSE;FALSE;TRUE;FALSE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;NA;POINT (-73.9638179439747 40.7924173263904);NA;19;4;19;13
-73,95841;40,79138;33F-AM-1008-01;33F;AM;10082018; 1;Adult;Gray;NA;Gray+;NA;Ground Plane;FALSE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;moving slowly;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;NA;POINT (-73.9584070974734 40.7913812490557);NA;19;4;19;13
-73,96711;40,77849;17F-AM-1007-07;17F;AM;10072018; 7;Adult;Gray;White;Gray+White;NA;Above Ground;24;NA;TRUE;FALSE;FALSE;FALSE;FALSE;NA;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;NA;POINT (-73.9671130680114 40.7784859700171);NA;19;4;19;13
-73,96499;40,77649;16I-AM-1008-01;16I;AM;10082018; 1;Adult;Cinnamon;Gray, White;Cinnamon+Gray, White;NA;Ground Plane;FALSE;NA;FALSE;FALSE;FALSE;FALSE;TRUE;NA;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;NA;POINT (-73.9649866016038 40.7764929694457);NA;19;4;19;13
-73,96706;40,77350;12I-AM-1013-01;12I;AM;10132018; 1;Adult;Cinnamon;White;Cinnamon+White;NA;Ground Plane;FALSE;on tree roots;FALSE;FALSE;FALSE;FALSE;FALSE;sitting;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;NA;POINT (-73.9670628558161 40.77349914209411);NA;19;4;19;13
-73,95874;40,79085;32F-PM-1008-07;32F;PM;10082018; 7;Adult;Gray;NA;Gray+;NA;Ground Plane;FALSE;NA;TRUE;TRUE;FALSE;FALSE;TRUE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;NA;POINT (-73.958736593111 40.7908524370626);NA;19;4;19;13
-73,96718;40,78674;25A-AM-1013-04;25A;AM;10132018; 4;NA;Gray;White;Gray+White;NA;Ground Plane;FALSE;NA;FALSE;FALSE;FALSE;FALSE;TRUE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;NA;POINT (-73.9671786715256 40.7867352791232);NA;19;4;19;13
-73,96929;40,77695;15E-AM-1013-01;15E;AM;10132018; 1;Adult;Gray;White;Gray+White;NA;Ground Plane;FALSE;NA;TRUE;FALSE;FALSE;FALSE;TRUE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NA;POINT (-73.9692943291611 40.7769536102488);NA;19;4;19;13
-73,95401;40,79524;39G-PM-1013-06;39G;PM;10132018; 6;Adult;Gray;Cinnamon;Gray+Cinnamon;NA;Ground Plane;FALSE;NA;TRUE;FALSE;FALSE;FALSE;FALSE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NA;POINT (-73.9540054100539 40.7952445999836);NA;19;4;19;13
-73,95765;40,78687;29I-PM-1007-01;29I;PM;10072018; 1;NA;Gray;Cinnamon;Gray+Cinnamon;NA;Ground Plane;FALSE;NA;FALSE;FALSE;FALSE;TRUE;TRUE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NA;POINT (-73.9576530157255 40.7868659490397);NA;19;4;19;13
-73,97380;40,77118;7E-AM-1006-02;07E;AM;10062018; 2;Adult;Gray;NA;Gray+;NA;Ground Plane;FALSE;under a tree;FALSE;FALSE;FALSE;TRUE;FALSE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NA;POINT (-73.9738033257473 40.7711846894166);NA;19;4;19;13
-73,97044;40,77990;17C-PM-1013-05;17C;PM;10132018; 5;Adult;Gray;NA;Gray+;NA;Ground Plane;FALSE;NA;FALSE;FALSE;FALSE;TRUE;FALSE;eating (ate upside down on a tree — #jealous);FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;NA;POINT (-73.9704402681017 40.77989656212031);NA;19;4;19;13
-73,97570;40,77539;10A-PM-1014-01;10A;PM;10142018; 1;Adult;Gray;Black, Cinnamon, White;Gray+Black, Cinnamon, White;Gray & White selected as Primary. Black & Cinnamon selected as Highlights. Made executive adjustments.;Ground Plane;FALSE;in b/w trees;FALSE;FALSE;FALSE;FALSE;TRUE;NA;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;NA;POINT (-73.9756976076707 40.7753897331918);NA;19;4;19;13
-73,96624;40,78904;28A-PM-1007-05;28A;PM;10072018; 5;Adult;Cinnamon;NA;Cinnamon+;NA;Ground Plane;FALSE;NA;TRUE;FALSE;FALSE;FALSE;TRUE;NA;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;NA;POINT (-73.9662438996681 40.7890381809441);NA;19;4;19;13
-73,96432;40,78208;22F-PM-1014-05;22F;PM;10142018; 5;Adult;Gray;Cinnamon;Gray+Cinnamon;NA;Ground Plane;FALSE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NA;POINT (-73.9643153920428 40.7820818516957);NA;19;4;19;13
-73,97421;40,77580;12B-AM-1007-01;12B;AM;10072018; 1;Adult;Gray;Cinnamon;Gray+Cinnamon;NA;Ground Plane;FALSE;NA;FALSE;TRUE;FALSE;FALSE;FALSE;NA;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;NA;POINT (-73.9742073452913 40.7757957380463);NA;19;4;19;13
-73,97161;40,78139;18A-PM-1018-01;18A;PM;10182018; 1;Adult;Gray;NA;Gray+;NA;Above Ground;30;NA;FALSE;FALSE;TRUE;FALSE;FALSE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NA;POINT (-73.9716147061553 40.7813911036179);NA;19;4;19;13
-73,95354;40,79287;36H-PM-1008-02;36H;PM;10082018; 2;Adult;Gray;NA;Gray+;NA;Ground Plane;FALSE;NA;FALSE;FALSE;FALSE;FALSE;TRUE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;NA;POINT (-73.9535410657077 40.79287117600611);NA;19;4;19;13
-73,96392;40,78918;29C-AM-1007-06;29C;AM;10072018; 6;Adult;Gray;Cinnamon;Gray+Cinnamon;NA;Ground Plane;FALSE;NA;TRUE;FALSE;FALSE;FALSE;FALSE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;NA;POINT (-73.9639159298446 40.7891774637988);NA;19;4;19;13
-73,95796;40,79593;38C-PM-1014-09;38C;PM;10142018; 9;Adult;Black;NA;Black+;NA;Ground Plane;FALSE;NA;FALSE;FALSE;FALSE;TRUE;FALSE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;NA;POINT (-73.9579564338627 40.7959337795027);NA;19;4;19;13
-73,95746;40,78925;31H-PM-1008-02;31H;PM;10082018; 2;Juvenile;Gray;Cinnamon;Gray+Cinnamon;NA;Above Ground;8;NA;TRUE;FALSE;TRUE;FALSE;FALSE;NA;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;NA;POINT (-73.9574648097543 40.78925084286221);NA;19;4;19;13
-73,97025;40,77060;8H-AM-1017-06;08H;AM;10172018; 6;Adult;Gray;Cinnamon;Gray+Cinnamon;NA;Above Ground;6;NA;FALSE;TRUE;FALSE;TRUE;FALSE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;NA;POINT (-73.970252675331 40.77059995882221);NA;19;4;19;13
-73,95796;40,79186;34F-AM-1007-01;34F;AM;10072018; 1;Adult;Gray;White;Gray+White;NA;Above Ground;25;NA;TRUE;FALSE;TRUE;FALSE;FALSE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;NA;POINT (-73.9579645940414 40.7918613498407);NA;19;4;19;13
-73,96733;40,77495;13H-PM-1010-02;13H;PM;10102018; 2;Adult;Gray;NA;Gray+;NA;Above Ground;5;tree;FALSE;FALSE;FALSE;FALSE;TRUE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;NA;POINT (-73.9673253417305 40.7749505252981);NA;19;4;19;13
-73,96400;40,78203;22F-PM-1014-06;22F;PM;10142018; 6;Adult;Gray;NA;Gray+;NA;Ground Plane;FALSE;NA;TRUE;FALSE;FALSE;FALSE;FALSE;NA;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;NA;POINT (-73.9640032826529 40.7820309825448);NA;19;4;19;13
-73,95959;40,79058;32E-AM-1007-13;32E;AM;10072018;13;Adult;Gray;NA;Gray+;NA;Above Ground;50;NA;FALSE;FALSE;TRUE;FALSE;FALSE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NA;POINT (-73.9595933195409 40.7905847332369);NA;19;4;19;13
-73,96022;40,79378;35C-AM-1007-05;35C;AM;10072018; 5;Adult;Gray;NA;Gray+;NA;Above Ground;4;NA;FALSE;FALSE;TRUE;FALSE;FALSE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NA;POINT (-73.9602222116708 40.793779699421);NA;19;4;19;13
-73,96806;40,77925;17E-AM-1017-05;17E;AM;10172018; 5;Adult;Black;NA;Black+;NA;Above Ground;10;Branch;FALSE;FALSE;FALSE;FALSE;TRUE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;NA;POINT (-73.9680635070949 40.779249873647);NA;19;4;19;13
-73,98017;40,76869;2B-PM-1013-01;02B;PM;10132018; 1;Adult;Gray;White;Gray+White;NA;Ground Plane;FALSE;NA;TRUE;FALSE;FALSE;FALSE;FALSE;running (with nut);FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NA;POINT (-73.9801666435401 40.7686905339212);NA;19;4;19;13
-73,96756;40,78135;19D-AM-1007-01;19D;AM;10072018; 1;Juvenile;Gray;NA;Gray+;NA;Ground Plane;FALSE;NA;FALSE;FALSE;TRUE;TRUE;FALSE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;fenced off area can't approach;POINT (-73.9675634326877 40.7813477352507);NA;19;4;19;13
-73,95850;40,79829;40B-AM-1019-03;40B;AM;10192018; 3;Juvenile;Gray;White;Gray+White;NA;Ground Plane;FALSE;NA;TRUE;TRUE;FALSE;FALSE;FALSE;NA;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;NA;POINT (-73.9584970643213 40.7982886348696);NA;19;4;19;13
-73,97603;40,76820;3E-PM-1008-07;03E;PM;10082018; 7;Adult;Gray;Cinnamon;Gray+Cinnamon;NA;Ground Plane;FALSE;NA;FALSE;FALSE;FALSE;TRUE;TRUE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;NA;POINT (-73.9760298241178 40.7681954366911);NA;19;4;19;13
-73,95688;40,79724;39C-PM-1006-01;39C;PM;10062018; 1;Adult;Gray;NA;Gray+;NA;Ground Plane;FALSE;NA;TRUE;FALSE;FALSE;FALSE;TRUE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;NA;POINT (-73.9568802149818 40.7972399133816);NA;19;4;19;13
-73,97246;40,76905;6G-AM-1008-02;06G;AM;10082018; 2;Juvenile;Gray;NA;Gray+;NA;Ground Plane;FALSE;bush;FALSE;FALSE;FALSE;FALSE;TRUE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;NA;POINT (-73.9724642436394 40.7690526441109);NA;19;4;19;13
-73,96902;40,77604;14F-AM-1007-05;14F;AM;10072018; 5;Juvenile;Gray;Cinnamon;Gray+Cinnamon;NA;Ground Plane;FALSE;NA;FALSE;FALSE;FALSE;TRUE;FALSE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;NA;POINT (-73.9690175838534 40.7760432720017);NA;19;4;19;13
-73,97041;40,76903;6I-PM-1013-06;06I;PM;10132018; 6;Adult;Gray;Cinnamon;Gray+Cinnamon;NA;Ground Plane;FALSE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;playing with #5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;NA;POINT (-73.9704082821356 40.7690280985956);NA;19;4;19;13
-73,96849;40,77688;15F-PM-1010-05;15F;PM;10102018; 5;Adult;Gray;NA;Gray+;NA;Ground Plane;FALSE;NA;FALSE;FALSE;FALSE;FALSE;TRUE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;NA;POINT (-73.9684910712272 40.7768811640021);NA;19;4;19;13
-73,97687;40,77352;8B-PM-1012-02;08B;PM;10122018; 2;Adult;Gray;Cinnamon, White;Gray+Cinnamon, White;NA;Ground Plane;FALSE;hiding in bushes;FALSE;FALSE;FALSE;FALSE;TRUE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;NA;POINT (-73.9768674812942 40.7735232648872);NA;19;4;19;13
-73,97971;40,76989;3A-PM-1017-06;03A;PM;10172018; 6;Adult;Gray;Cinnamon;Gray+Cinnamon;NA;Ground Plane;FALSE;NA;FALSE;FALSE;FALSE;FALSE;TRUE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;NA;POINT (-73.9797084866613 40.7698885241349);NA;19;4;19;13
-73,95282;40,79231;36I-AM-1017-02;36I;AM;10172018; 2;Adult;Gray;Cinnamon;Gray+Cinnamon;Cinnamon stripe on back;Ground Plane;FALSE;NA;FALSE;FALSE;FALSE;FALSE;TRUE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;NA;POINT (-73.952819267977 40.7923130402793);NA;19;4;19;13
-73,97456;40,76926;5E-AM-1008-06;05E;AM;10082018; 6;Adult;Cinnamon;White;Cinnamon+White;NA;Ground Plane;FALSE;NA;TRUE;FALSE;FALSE;FALSE;FALSE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;NA;POINT (-73.9745630038492 40.7692602628745);NA;19;4;19;13
-73,95950;40,79034;32E-PM-1017-13;32E;PM;10172018;13;Adult;Gray;NA;Gray+;Nothing selected as Primary. Gray selected as Highlights. Made executive adjustments.;NA;NA;NA;FALSE;FALSE;FALSE;TRUE;TRUE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;NA;POINT (-73.9595002339508 40.7903365788694);NA;19;4;19;13
-73,97418;40,76895;5F-PM-1007-03;05F;PM;10072018; 3;Adult;Gray;Cinnamon;Gray+Cinnamon;NA;Ground Plane;FALSE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;hiding nut;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;NA;POINT (-73.9741824992294 40.7689486657963);NA;19;4;19;13
-73,97492;40,77614;11B-PM-1014-05;11B;PM;10142018; 5;Adult;Gray;NA;Gray+;NA;Ground Plane;FALSE;NA;FALSE;FALSE;FALSE;FALSE;TRUE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;NA;POINT (-73.9749243901189 40.7761393551781);NA;19;4;19;13
-73,96838;40,77801;16E-PM-1018-06;16E;PM;10182018; 6;Adult;Cinnamon;Gray;Cinnamon+Gray;NA;Ground Plane;FALSE;On a rock;FALSE;FALSE;FALSE;FALSE;TRUE;NA;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;NA;POINT (-73.968381325559 40.7780143443779);NA;19;4;19;13
-73,96942;40,77559;13F-AM-1007-02;13F;AM;10072018; 2;Adult;Cinnamon;White;Cinnamon+White;NA;NA;NA;NA;FALSE;FALSE;FALSE;TRUE;TRUE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;NA;POINT (-73.96942403275091 40.7755898126674);NA;19;4;19;13
-73,96890;40,78284;20B-PM-1013-10;20B;PM;10132018;10;Adult;Gray;White;Gray+White;NA;Ground Plane;FALSE;NA;FALSE;FALSE;FALSE;FALSE;TRUE;drank from a pond of rain water;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;NA;POINT (-73.9689000978955 40.7828364735236);NA;19;4;19;13
-73,98045;40,76968;3A-PM-1017-05;03A;PM;10172018; 5;Adult;Gray;Cinnamon;Gray+Cinnamon;NA;Ground Plane;FALSE;NA;FALSE;FALSE;FALSE;FALSE;TRUE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NA;POINT (-73.9804528867547 40.76967536559861);NA;19;4;19;13
-73,95762;40,78739;29H-PM-1006-01;29H;PM;10062018; 1;Adult;Gray;NA;Gray+;NA;Above Ground;50;NA;FALSE;FALSE;TRUE;FALSE;FALSE;sitting;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;NA;POINT (-73.9576245992455 40.7873862510001);NA;19;4;19;13
-73,96660;40,78451;23C-PM-1014-03;23C;PM;10142018; 3;Adult;Gray;NA;Gray+;NA;Above Ground;8;NA;FALSE;TRUE;FALSE;FALSE;FALSE;chasing (#4 across trees);FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NA;POINT (-73.9666007935638 40.7845098131567);NA;19;4;19;13
-73,96148;40,79226;33C-PM-1007-03;33C;PM;10072018; 3;Adult;Gray;White;Gray+White;NA;Ground Plane;FALSE;NA;FALSE;FALSE;FALSE;FALSE;TRUE;NA;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;NA;POINT (-73.96148483609 40.7922645521905);NA;19;4;19;13
-73,95467;40,79476;38G-PM-1020-09;38G;PM;10202018; 9;Adult;Gray;Cinnamon, White;Gray+Cinnamon, White;NA;Ground Plane;FALSE;NA;FALSE;FALSE;FALSE;TRUE;TRUE;NA;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;NA;POINT (-73.9546654184146 40.7947639241491);NA;19;4;19;13
-73,96671;40,77688;16G-PM-1017-01;16G;PM;10172018; 1;Adult;Gray;Cinnamon, White;Gray+Cinnamon, White;NA;Ground Plane;FALSE;NA;FALSE;FALSE;FALSE;FALSE;TRUE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;NA;POINT (-73.9667114027214 40.7768804702473);NA;19;4;19;13
-73,95300;40,79218;36I-PM-1007-07;36I;PM;10072018; 7;Adult;Gray;NA;Gray+;NA;Ground Plane;FALSE;NA;FALSE;FALSE;FALSE;FALSE;TRUE;NA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;NA;POINT (-73.9530035564643 40.7921822457613);NA;19;4;19;13
